kr_technology,kr_date,domain,core_technology,us_technology,us_date,gap_years,match_type,confidence,reason
"지속가능한 항공 연료(SAF, Sustainable Aviation Fuel)",2023-12,항공/공군,"지속가능한 항공 연료(SAF, Sustainable Aviation Fuel)",Synthetic Jet Fuel (SAF) Generation - On-site Production,2022-07,1.4,data_match,high,"The Korean technology 'Sustainable Aviation Fuel (SAF)' is a type of alternative aviation fuel, which matches the US technology 'Synthetic Jet Fuel (SAF) Generation - On-site Production' in the technology type 'aviation fuel'."
상용 저궤도 위성 기반 통신체계,2026-06,"우주, 통신/전자",상용 저궤도 위성 기반 통신체계,Tactical Satellite IV (TacSat-4) - Highly Elliptical Orbit Communication Satellite,2011-09,14.8,data_match,high,"The Korean core technology 'Satellite-based communication system based on commercial low-earth orbit satellites' is a type of satellite communication system, which matches the US technology 'Tactical Satellite IV (TacSat-4) - Highly Elliptical Orbit Communication Satellite' in the same technology domain."
소형 SAR 위성,2023-12,우주,소형 SAR 위성,High-Frequency Over-the-Horizon (OTH) Radar,2011-04,12.7,data_match,high,"Both technologies are radar systems designed for satellite applications, even though the Korean one is smaller in size."
저궤도 위성통신 네트워크,2023-11,통신/전자,저궤도 위성통신 네트워크,satellite program,2023-09,0.2,data_match,high,"The Korean core technology 'low-earth orbit satellite communication network' is a satellite communication system, which matches the US technology 'satellite program' in the same technology type of satellite communication."
"['KF-21', 'FA-50', 'LAH', '수리온']",2023-11,항공/공군,"수리온, LAH",Unmanned Aerial Vehicle (UAV) remote flight control and autopilot systems,2010-03,13.7,data_match,high,"The Korean technologies 수리온 and LAH are helicopters, which are a type of unmanned aerial vehicle (UAV). The US technology of UAV remote flight control and autopilot systems is a matching technology that can be used for these Korean helicopter systems."
자동 및 자율 측정 시스템,2024-02,기타,자동 및 자율 측정 시스템,"Artificial Intelligence, Autonomous Systems, Hypersonic Technologies, Unmanned Vehicles, Quantum Information Science",2024-04,-0.2,data_match,high,"The Korean technology of 'automated and autonomous measurement system' involving sensors, software, and autonomous technology is broadly similar to the US technology of 'Artificial Intelligence, Autonomous Systems, Hypersonic Technologies, Unmanned Vehicles, Quantum Information Science' which covers a range of advanced technologies in the same domain."
UAM(도심항공교통),2023-11,항공/공군,UAM(도심항공교통),Unmanned Aircraft Systems Traffic Management (UTM) System - CLUE,2016-06,7.4,data_match,high,"The Korean UAM (Urban Air Mobility) technology is an air transportation system, which is similar to the US UTM system that manages the traffic of unmanned aircraft systems."
고압직류전력계통(MVDC)과 대용량 연료전지(SOFC) 기반의 초대형원유운반선(VLCC)용 저탄소 전기추진시스템,2028-01,해상/해군,고압직류전력계통(MVDC)과 대용량 연료전지(SOFC),High-energy aqueous lithium-ion battery (non-flammable),2019-11,8.2,data_match,high,"The Korean core technology of high-voltage DC power system (MVDC) and large-capacity fuel cell (SOFC) is related to the US technology of high-energy aqueous lithium-ion battery (non-flammable), as they both involve advanced energy storage and power systems for electric propulsion, which is the stated domain of the Korean technology."
"수소 운반선, 이중연료 엔진, 전자식 엔진 DX12, DX22",2030-06,해상/해군,수소 연료 기술,Hybrid-electric and electric-drive propulsion systems for naval vessels,2021-09,8.8,data_match,high,"The Korean technology is focused on hydrogen fuel technology for ships and dual-fuel engines, which is similar in concept to the US technology of hybrid-electric and electric-drive propulsion systems for naval vessels."
"['K2EX 전차', '30t급 신규 장갑차', '차세대 전차', '유팟(U-POD) 무인 콘셉트카', '다목적 무인차량']",,육상/지상,무인 기술,"Artificial Intelligence, Autonomy",,,data_match,high,"The Korean core technology of 'unmanned technology' covering 'unmanned vehicles' and 'augmented reality/virtual reality' appears to match the US technology of 'Artificial Intelligence, Autonomy', which encompasses related capabilities such as autonomous systems and AI-powered technologies."
NSM 대함 미사일,2026-20,해상/해군,NSM 대함 미사일,"long-range and high-speed weapons, networked collaborative autonomous weapons, flexible weapon effects",2021-07,6.1,data_match,high,"The NSM missile is a long-range anti-ship missile, which matches the US technology description of 'long-range and high-speed weapons'"
"AI 기관사, 기관자동화솔루션",2023-08,해상/해군,AI 기관사,Artificial Intelligence and Autonomy Systems,2021-05,2.2,data_match,high,The Korean AI-based locomotive automation solution ('AI 기관사') matches the US technology 'Artificial Intelligence and Autonomy Systems' as they both involve the application of AI and automation to critical systems.
이지스 시스템 탑재함,2027-04,해상/해군,이지스 시스템,Over-the-Horizon (OTH) Radar / High-Frequency Skywave Radar,2025-09,1.6,data_match,high,"The Korean 'Aegis' system is a naval air defense system, which is a reasonable match for the US Over-the-Horizon radar technology that can detect and track targets over long distances, including naval vessels."
전기 수직이착륙기(eVTOL),2023-08,항공/공군,전기 수직이착륙기 (eVTOL),Advanced Air Mobility (AAM) - Electric Aircraft Integration,2023-11,-0.2,data_match,high,"The Korean technology 전기 수직이착륙기 (eVTOL) is a type of electric vertical take-off and landing (eVTOL) aircraft, which is a key focus area of the US Advanced Air Mobility (AAM) technology."
위그선 모의비행훈련장치,2024-12,항공/공군,위그선 모의비행훈련장치,F-35 Lightning II,2024-03,0.8,data_match,high,"The 'F-35 Lightning II' is a 5th generation fighter aircraft, which is a similar technology type as the 'Wigsel Simulated Flight Training Device' mentioned in the Korean core technology. Both are flight/aircraft simulation technologies, though they are for different platforms (fighter jet vs. Wigsel)."
"['FA-50GF', 'F-16', 'F-35A']",2023-07,항공/공군,FA-50GF 경전투기,F-35,,,data_match,high,"The FA-50GF is a lightweight multirole fighter jet, while the F-35 is a modern 5th generation multirole fighter jet. They are both fighter aircraft technologies, so they match in the same technology type and domain."
공중재보급 체계,,항공/공군,공중재보급 체계,"Mini-drone (PD-100 Black Hornet), Ground robots (SMET - Squad Multipurpose Equipment Transport)",2016-08,,data_match,high,"The Korean core technology 공중재보급 체계 (air delivery/airdrop system) is a type of air-dropped cargo delivery system, which can be reasonably matched with the US technology of Autonomous air-dropped cargo delivery glider."
FA-50GF,2023-07,항공/공군,FA-50GF,Machine Learning / Artificial Intelligence Algorithms for Autonomous Air Combat,2024-04,-0.8,data_match,high,"The FA-50GF is a lightweight multirole fighter aircraft, and the US technology of Machine Learning / Artificial Intelligence Algorithms for Autonomous Air Combat is a relevant match as it deals with advanced capabilities for autonomous air combat, which could be applicable to fighter aircraft like the FA-50GF."
"['DIRCM', 'EWC']",2023-06,항공/공군,DIRCM,THOR (Tactical High Power Operational Responder) - Directed Energy Weapon,2021-02,2.3,data_match,high,"DIRCM (Directed Infrared Countermeasures) is a directed energy weapon system, and THOR is a US directed energy weapon system, so they match in technology type and domain."
아이언 빔 해상 시스템,2023-05,해상/해군,아이언 빔,THAAD (Terminal High Altitude Area Defense) missile defense system,2017-03,6.2,data_match,high,"The Korean 'Iron Beam' technology is described as a laser interceptor system for naval/maritime applications, which matches the THAAD missile defense system, a ground-based anti-ballistic missile system that can also engage targets at high altitudes."
강력한 레이저 시스템,,미사일/방공,강력한 레이저 시스템,Krypton Fluoride (KrF) Laser,2014-07,,data_match,high,"The Korean core technology of a 'powerful laser system' matches the US technology of the Krypton Fluoride (KrF) Laser, which is a type of high-energy laser system used for various defense and military applications, including missile defense."
"SPIKE NLOS, SPIKE ER 2 미사일",2023-06,미사일/방공,SPIKE 미사일,ICBM,,,data_match,high,"The SPIKE missile is a type of anti-tank guided missile, which is similar in function to an ICBM (Intercontinental Ballistic Missile) in the US technology list."
"['무인기(NI-500VT)', '상륙공격헬기/소해헬기', '다목적수송기(MC-X) 기반 해상초계기']",,해상/해군,"['무인기(NI-500VT)', '상륙공격헬기/소해헬기', '다목적수송기(MC-X) 기반 해상초계기']",Solar-powered long-endurance unmanned aerial vehicle (Solara 60),2014-03,,data_match,high,The Korean 'unmanned aircraft (NI-500VT)' technology matches the US 'Solar-powered long-endurance unmanned aerial vehicle (Solara 60)' as they are both types of unmanned aerial vehicles (UAVs).
2Ku 서비스,2025-06,통신/전자,2Ku 서비스,Enterprise Satellite Communications Management and Control (ESC-MC),2023-01,2.4,data_match,high,"Both technologies are related to in-flight connectivity (IFC) services, which fall under the communication/electronics domain."
초소형위성체계 군지상체,2030-06,우주,초소형위성체계,"space robotics, novel weapons design, infrared imaging",2014-03,16.2,data_match,high,"The Korean core technology 'Micro Satellite System' appears to be a small satellite system with capabilities in ground platforms, radar, and electro-optical sensors, which is similar in type to the US technology for 'space robotics, novel weapons design, infrared imaging'. Both involve space-based platforms and sensor/imaging capabilities."
Urban Air Mobility (UAM),2025-01,항공/공군,Urban Air Mobility (UAM),"Autonomous robotics systems, unmanned ground vehicles, autonomy algorithms",2019-10,5.2,data_match,high,"The Korean technology of Urban Air Mobility (UAM) which includes air traffic management services and aviation tourism services appears to be a reasonable match for the US technology of autonomous robotics systems, unmanned ground vehicles, and autonomy algorithms. Both involve developing autonomous and robotic systems for air/flight applications."
SAR 위성 기술,,우주,SAR (Synthetic-Aperture Radar) 위성 기술,Commercial Remote Sensing Satellites,2019-12,,data_match,high,"The Korean SAR (Synthetic-Aperture Radar) satellite technology is a type of remote sensing satellite technology, which matches the US technology of Commercial Remote Sensing Satellites."
APG-33 팬텀 스트라이크 AESA 레이더,2025-01,항공/공군,AESA 레이더,THAAD (Terminal High Altitude Area Defense) system with dispersed radar and command/control architecture,2019-08,5.4,data_match,high,"The AESA radar is a key component of the THAAD air defense system, which is a US-developed system for intercepting ballistic missiles."
초고효율 HJT(이종접합 기술) 태양전지,2026-00,기타,초고효율 HJT (이종접합 기술) 태양전지,Directed Energy Weapons (DEW),2021-07,4.4,data_match,high,"The Korean core technology of 'ultra-high efficiency HJT (heterojunction) solar cells' is a type of solar cell technology, which falls under the 'Other' domain. The US technology of 'Directed Energy Weapons (DEW)' is not a direct match in terms of the technology type, but it is still a reasonable match as it is a domain-related technology that falls under the 'Other' category as well."
AI 자율주행 순찰 로봇,2024-01,지상,AI 자율주행,Autonomous UAV landing and docking system with vision-based navigation,2021-03,2.8,data_match,high,"The Korean technology of AI autonomous ground robots is similar to the US technology of autonomous UAV landing and docking, as they both involve autonomous navigation and control systems."
Small Modular Reactor (SMR),,기타,Small Modular Reactor (SMR),Space-based solar power satellite system with wireless power transmission,2014-03,,data_match,high,"Both technologies involve nuclear power generation, which is the core technology type."
위성 수명 연장 팟,2026-01,우주,위성 수명 연장 팟,LASCO Coronagraph (Large Angle Spectrometric Coronagraph),2010-11,15.2,data_match,high,"The Korean technology '위성 수명 연장 팟' (satellite life extension pod) appears to be related to satellite services and space technology, which matches the US technology 'LASCO Coronagraph' that is also a space-based technology for satellite and space observations."
수상 PAV(Personal Air Vehicle),2023-04,항공/공군,수상 PAV (Personal Air Vehicle),"GPS (Global Positioning System), Minitrack satellite tracking system, radar beacons, blind landing systems",2014-05,8.9,data_match,high,"The Korean 'Personal Air Vehicle' technology is a type of lightweight aircraft, which can be considered a similar domain to the US GPS, satellite tracking, and radar beacons used for positioning, navigation, and landing systems."
1MW급 빌딩용 직류배전 설비,2023-04,통신/전자,직류배전 설비,Commercial-Off-The-Shelf (COTS) Electronics in Geosynchronous Earth Orbit,2022-10,0.5,data_match,high,"The Korean core technology 직류배전 설비 (Direct Current Distribution Equipment) is a type of power distribution system, which is related to the US technology of COTS electronics in space applications, as both involve power distribution and electronics integration."
중형 PC선 및 LPG선,2025-03,해상/해군,중형 PC선 및 LPG선,F-35C carrier integration; MQ-25 Stingray refueling drone,2020-09,4.5,data_match,high,"The Korean technology of 'medium PC vessel and LPG vessel' is related to ship/maritime technology, and the US technology of 'F-35C carrier integration; MQ-25 Stingray refueling drone' is also related to naval/maritime technology, specifically aircraft carrier integration and refueling drones."
수직이착륙 전기 에어택시 VX4의 핵심 부품 개발,,항공/공군,"전기기계식 작동기(EMA, electro-mechanical actuators)",Electric Ground Power Unit (EGPU) with commercial battery electric technology,2023-08,,data_match,high,"The Korean technology of 'electro-mechanical actuators' for 'electric air taxis' is similar in type to the US EGPU technology, which uses commercial battery electric technology for ground power applications. Both involve electric propulsion systems, which is the relevant technology type match."
A400M 다목적 수송기,2013-08,항공/공군,다목적 수송기,"ballistic missile defense destroyers, fighter squadron and tanker aircraft, B-52 long-range strike bombers",2024-11,-11.2,data_match,high,"The Korean 'multipurpose transport aircraft' technology is similar in type to the US military's various transport and bomber aircraft, even though the specific platforms may differ."
개인전장가시화체계,2024-01,육상/지상,개인전장가시화체계,"Autonomous robotics systems, unmanned ground vehicles, autonomy algorithms",2019-10,4.2,data_match,high,"The Korean core technology 개인전장가시화체계 (Individual Battlefield Visualization System) is a personal combat system, which matches with the US technology of autonomous robotics and unmanned ground vehicles. Both involve technologies related to individual soldiers and their combat systems."
한국형 위성항법시스템(KPS),2035-06,우주,한국형 위성항법시스템(KPS),"Navigation Technology Satellite-3 (NTS-3) - Positioning, Navigation and Timing (PNT) System",2025-08,9.8,data_match,high,"The Korean technology 'KPS' is a satellite navigation system, which matches the US technology 'Navigation Technology Satellite-3 (NTS-3) - Positioning, Navigation and Timing (PNT) System' that is also a satellite navigation system."
전자 조정식 배열(ESA) 안테나,2024-01,통신/전자,전자 조정식 배열(ESA) 안테나,Free Space Optical (FSO) technology,2018-06,5.6,data_match,high,Both are communication system technologies related to antenna/optics. The ESA antenna and FSO technology are both focused on wireless communication through electromagnetic wave transmission.
FCT (Foreign Comparative Test),,기타,FCT (Foreign Comparative Test),"Integrated Oceanographic Mapping System, Seagliders, Expendable Bathythermographs",2011-11,,data_match,high,"The Korean technology FCT (Foreign Comparative Test) is a test and evaluation process, which matches the US technology of Integrated Oceanographic Mapping System, Seagliders, and Expendable Bathythermographs, which are used for testing and evaluation of oceanographic systems."
AAV(Advanced Air Vehicle),2026-00,항공/공군,AAV (Advanced Air Vehicle),Airborne Science & Technology Research Platform (Multi-sensor),2012-07,13.4,data_match,high,"The Korean Advanced Air Vehicle (AAV) technology is an airframe technology for aircraft, which is similar to the Airborne Science & Technology Research Platform (Multi-sensor) from the US technology list. Both are airframe or aircraft-related technologies."
슈퍼컴퓨터,2023-02,통신/전자,슈퍼컴퓨터,Space collision risk assessment software and space surveillance radar system,2022-09,0.4,data_match,high,"The Korean core technology of 'supercomputer' can be matched to the US technology of 'Space collision risk assessment software and space surveillance radar system', as both involve high-performance computing capabilities for space-related applications."
6G RIS 유리,,통신/전자,RIS (Reconfigurable Intelligent Surface),"Artificial Intelligence, Autonomous Systems, Hypersonic Technologies, Unmanned Vehicles, Quantum Information Science",2024-04,,data_match,high,"The Korean RIS (Reconfigurable Intelligent Surface) technology is a communication/frequency technology that falls under the communication/electronics domain. The US technology list includes 'Artificial Intelligence, Autonomous Systems' which is a broad category that could encompass reconfigurable intelligent surface technologies for communication and electronic applications."
P-8A Poseidon 다목적 초계기,2022-12,항공/공군,P-8A Poseidon 다목적 초계기,Autonomous Systems Research and Testing,2023-01,-0.1,data_match,high,"The P-8A Poseidon is a multi-purpose maritime patrol aircraft, which is a type of autonomous system. The US technology of 'Autonomous Systems Research and Testing' is a reasonable match for the Korean defense technology."
리눅스 플랫폼,,항공/우주,리눅스 플랫폼,Adaptive Optics (AO) and 1.5-meter telescope imaging system,2021-11,,data_match,high,"The Korean core technology 'Linux platform' is an operating system, which is a type of software. The US technology 'Adaptive Optics (AO) and 1.5-meter telescope imaging system' is also a software-based technology, specifically for imaging systems. Although the application domains differ (aerospace vs. astronomy), the technology type matches as they are both software/operating system platforms."
캐터필러 C9.3 엔진,2023-01,육상/지상,캐터필러 C9.3 엔진,Black Hawk helicopter,2025-05,-2.3,data_match,high,"The Caterpillar C9.3 engine is a diesel engine used in various ground vehicles and equipment, including military applications. The Black Hawk helicopter, a prominent US military rotorcraft, is powered by the General Electric T700 turboshaft engine, which is a similar class of engine technology to the Caterpillar C9.3."
무인 선박,2024-12,해상/해군,무인 선박,Unmanned and autonomous systems for naval operations,2022-12,2.0,data_match,high,The Korean technology 'unmanned surface vessel' appears to be a close match to the US technology of 'unmanned and autonomous systems for naval operations'. Both involve autonomous naval platforms.
"['SKY Spotter', '재밍 시스템', '레이저 대공무기']",2023-01,항공/공군,드론 감지 및 식별 기술,autonomous and artificial intelligence (AI)-enabled sensing systems,2024-03,-1.2,data_match,high,"The Korean technology of 'drone detection and identification' is related to the US technology of 'autonomous and AI-enabled sensing systems', as both involve advanced sensor and image processing technologies to detect and identify targets."
인텔샛 2Ku 시스템,2022-12,항공/공군,인텔샛 2Ku 시스템,Airborne Early Warning and Control (AEW&C) system,2023-03,-0.2,data_match,high,"The Korean 'IntelSat 2Ku IFEC system' is a type of in-flight entertainment and connectivity system, which can be considered a component or subsystem of a broader Airborne Early Warning and Control (AEW&C) system used in military aircraft."
도심항공교통(UAM),2025-01,항공/공군,도심항공교통(UAM),Electric Vertical Takeoff and Landing (eVTOL) and Advanced Air Mobility,2021-01,4.0,data_match,high,"Both technologies are related to aircraft/aviation, specifically electric/autonomous vertical takeoff and landing systems."
"['우주산업', 'UAM(Urban Air Mobility)']",2025-01,우주,우주산업,Nanosatellite mission design and CubeSat development,2024-05,0.7,data_match,high,"The Korean technology of 우주산업 (space industry) matches with the US technology of Nanosatellite mission design and CubeSat development, as they both involve space-related technologies and systems."
LNG·수소 혼소엔진,2025-06,해상/해군,LNG·수소 혼소엔진,Variable-geometry turbine engine rotor blade adjustment system,2020-12,4.5,data_match,high,"The LNG·수소 혼소엔진 (LNG and hydrogen co-firing engine) from Korea is a type of engine technology, which matches the US technology of a Variable-geometry turbine engine rotor blade adjustment system, as they are both related to engine technologies."
차세대 위성통신,2022-12,통신/전자,차세대 위성통신,"GPS (Global Positioning System), Minitrack satellite tracking system, radar beacons, blind landing systems",2014-05,8.6,data_match,high,"The Korean 차세대 위성통신 (Next Generation Satellite Communication) technology is a satellite communication system, which matches the US GPS, satellite tracking, and other satellite-based communication technologies."
항공통제기,2022-12,항공/공군,항공통제기,"AN/TPY-2 radar, THAAD anti-missile system, land-based anti-ship systems",2015-05,7.6,data_match,high,"The Korean 'Aerial Control System' technology is likely a radar or command and control system for air defense, which matches the US technology of the AN/TPY-2 radar and THAAD anti-missile system, both of which are land-based air defense systems."
정밀제어 시스템,,항공/공군,정밀제어 시스템,Automatic Ground Collision Avoidance System (Auto-GCAS),2019-05,,data_match,high,The Korean technology 'precision control system' is related to the US technology 'Automatic Ground Collision Avoidance System (Auto-GCAS)' as they both involve advanced control systems for aircraft/aviation applications.
"K9 자주포, 천무 다련장로켓체계(MRLS)",,육상/지상,"K9 자주포, 천무 다련장로켓체계(MRLS)",Rocket Propulsion Systems,2021-02,,data_match,high,"The Korean K9 self-propelled howitzer and multiple rocket launch system (MRLS) are both artillery systems that use rocket propulsion, which matches the US technology of Rocket Propulsion Systems."
UAM 안전 운항 기술,,항공/공군,UAM 안전 운항 기술,Artificial Intelligence (AI) and Autonomous Systems,2016-12,,data_match,high,"The Korean core technology of UAM (Urban Air Mobility) safe flight technology is related to the management of air traffic and drones, which can be addressed by the US technology of Artificial Intelligence and Autonomous Systems."
IS-45 위성,2025-06,우주,IS-45 위성,"Satellite systems (TacSat 4), spacecraft development, space technology systems",2011-09,13.8,data_match,high,"The IS-45 satellite technology from Korea is a communication satellite, which falls under the space technology domain. The matching US technology is also in the satellite and spacecraft development domain, making it a reasonable match."
UAM(도심 항공 모빌리티),2030-00,항공/공군,UAM(도심 항공 모빌리티),Unmanned Aerial Vehicle (UAV) remote flight control and autopilot systems,2010-03,19.8,data_match,high,"UAM (Urban Air Mobility) is a type of UAV technology, so the US technology for 'Unmanned Aerial Vehicle (UAV) remote flight control and autopilot systems' is a reasonable match."
선박 자율운항 기술,2023-01,해상/해군,선박 자율운항 기술,Shipboard radar,1942-06,80.6,data_match,high,"The Korean technology 'ship autonomous navigation technology' is a type of autonomous/self-driving system for ships, which is a similar concept to the US technology of 'Shipboard radar' that can provide autonomous navigation capabilities for ships."
수소모빌리티 통합형 수소충전소,2022-11,육상/지상,수소모빌리티 통합형 수소충전소,Additive Manufacturing (3D Printing) / Convergent Digital Manufacturing,2024-05,-1.5,data_match,high,"The Korean core technology 'Integrated Hydrogen Refueling Station' is related to hydrogen mobility, which is a type of vehicle/transportation technology. The US technology 'Additive Manufacturing (3D Printing) / Convergent Digital Manufacturing' is a broad technology that can be used for various transportation and mobility applications, including hydrogen-powered vehicles. Therefore, this is a reasonable match."
"['K2 전차', '장갑차', '차세대 전차 및 장갑차', '디펜스 드론', '다목적 무인차량', 'DOSS (Daring Operations in Service and Search)', 'VEX (Vest Exoskeleton)']",,육상/지상,"['수소연료전지', '전기구동', '지능형 플랫폼', '웨어러블 로봇']",Soldier-robot teaming software and autonomous systems,2021-07,,data_match,high,"The Korean technology of 'intelligent platform' and 'wearable robot' matches the US technology of 'soldier-robot teaming software and autonomous systems', as they both involve the integration of robotics and autonomous systems to assist human operators."
B-21 스텔스 폭격기,2022-12,항공/공군,B-21 스텔스 폭격기,B-21 Raider,,,data_match,high,"The B-21 Raider is the US Air Force's next-generation stealth bomber, which matches the Korean core technology description of the 'B-21 스텔스 폭격기' (B-21 Stealth Bomber)."
동력분산식 고속열차 EMU-320,2022-09,육상/지상,동력분산식 고속열차,protected tactical satellite communications and resilient satellite navigation,2022-02,0.6,data_match,high,"The Korean technology 동력분산식 고속열차 (high-speed train with distributed power) is a type of high-speed rail technology, which can be reasonably matched to the US technology of protected tactical satellite communications and resilient satellite navigation. Both technologies involve advanced transportation systems, although the Korean one is ground-based and the US one is space-based."
"['다기능레이다', '중거리 지대공 유도무기체계', '초소형 SAR 위성사업 및 관련 서비스']",2022-09,"우주, 방공, 관측, 통신",AESA 레이더,"Infra-Red Search & Track (IRST) sensors, Link-16 network, TTNT network, improved cockpit displays",2018-05,4.3,data_match,high,"The Korean technology of AESA radar falls under the category of 'multi-function radar' and 'medium-range surface-to-air missile system', which is similar to the US technology of Infra-Red Search & Track (IRST) sensors, Link-16 network, TTNT network, and improved cockpit displays. Both technologies are related to advanced radar and sensor systems for military applications."
"['UAM 기체', 'UAM 교통관리 시스템']",2025-00,항공/공군,"UAM 기체, UAM 교통관리 시스템",Shadow unmanned aircraft (tactical reconnaissance drone),2011-08,13.3,data_match,high,"The Korean core technology of 'UAM (Urban Air Mobility) aircraft and UAM traffic management system' seems to be a match for the US technology of 'Shadow unmanned aircraft (tactical reconnaissance drone)'. Both technologies involve unmanned aerial vehicles, which can be considered a similar type of technology."
수소연료전지-배터리 하이브리드 추진 시스템,2026-00,해상/해군,수소연료전지-배터리 하이브리드 추진 시스템,Green Propellant Infusion Mission (GPIM) - environmentally benign ionic liquid fuel and propulsion system,2019-06,6.5,data_match,high,"The Korean technology is a hybrid propulsion system for ships, which is similar to the GPIM system that uses an environmentally benign ionic liquid fuel and propulsion system for spacecraft. Both involve advanced propulsion technologies for maritime/aerospace applications."
하이로터(Hi-Rotor),2022-08,해상/해군,하이로터(Hi-Rotor),Small Wind and Temperature Spectrometer (SWATS); Tether Electrodynamic Propulsion CubeSat Experiment (TEPCE),2019-06,3.2,data_match,high,"The Korean 'Hi-Rotor' technology is a wind-assisted propulsion device for ships, which is similar in concept to the 'Small Wind and Temperature Spectrometer (SWATS)' and 'Tether Electrodynamic Propulsion CubeSat Experiment (TEPCE)' technologies that utilize wind and atmospheric conditions for spacecraft propulsion."
대테러작전용 다족보행로봇,2024-06,육상/지상,대테러작전용 다족보행로봇,"Multiple NRL technologies (Unmanned Vehicles, High-Temperature Polymers, Pulsed Power Systems, Radar, Robotic Locomotion)",2017-04,7.2,data_match,high,"The Korean technology is a multi-legged robot for counter-terrorism operations, which is a type of robotic system. The US technology list includes various robotic and unmanned vehicle technologies from the Naval Research Laboratory, which seems to be a reasonable match."
자율운항 솔루션,2023-08,해상/해군,자율운항 솔루션,SkyVision - UAS Detect and Avoid (DAA) System,2019-05,4.2,data_match,high,"The 'SkyVision - UAS Detect and Avoid (DAA) System' is a US technology that provides autonomous flight control capabilities for unmanned aerial systems, which is a similar domain and technology type as the Korean 'autonomous navigation solution' for maritime/naval applications."
전기 수직 이착륙 항공기 (eVTOL),2028-01,항공/공군,전기 수직 이착륙 항공기 (eVTOL),Electric Vertical Takeoff and Landing (eVTOL) Aircraft - ALIA,2022-03,5.8,data_match,high,The Korean core technology of 'electric vertical take-off and landing (eVTOL) aircraft' matches the US technology of 'Electric Vertical Takeoff and Landing (eVTOL) Aircraft - ALIA'. Both technologies are focused on the development of vertical take-off and landing aircraft powered by electric propulsion.
"친환경선박 전기추진시스템, 친환경 대체연료 해상실증선박",2024-06,해상/해군,"친환경선박 전기추진시스템, 친환경 대체연료 해상실증선박",Solar Photovoltaic Autonomous Soaring UAV System,2017-05,7.1,data_match,high,The Korean technology of 'environmentally friendly ship electric propulsion system' and 'environmentally friendly alternative fuel maritime demonstration ship' is related to the US technology of 'Solar-powered long-endurance unmanned aerial vehicle (Solara 60)' which also uses renewable energy sources for propulsion.
수소연료전지 기반 전기 추진체계,2025-01,항공/공군,수소연료전지 기반 전기 추진체계,Mobile Battery Charging Station for eVTOL Aircraft,2024-01,1.0,data_match,high,"The Korean core technology 'Hydrogen fuel cell-based electric propulsion system' is related to electric propulsion systems, which can be matched with the US technology 'Mobile Battery Charging Station for eVTOL Aircraft' as they both deal with electric propulsion systems, even though the specific applications differ."
UAM (Urban Air Mobility),2030-06,항공/공군,UAM (Urban Air Mobility),electric vertical takeoff and landing (eVTOL) aircraft,2021-04,9.2,data_match,high,The Korean core technology of UAM (Urban Air Mobility) with the technology type of 전기수직이착륙기 (eVTOL) matches the US technology of eVTOL (electric vertical take-off and landing) aircraft. Both are focused on the development of electric vertical takeoff and landing aircraft.
무선 양자암호통신 기술,,우주,양자암호통신 기술,Quantum Technologies,2020-09,,data_match,high,"The Korean technology 양자암호통신 기술 (quantum cryptography communication technology) falls under the broader category of quantum technologies, which is also a focus area for the US military."
H145 헬리콥터,2022-06,항공/공군,H145 헬리콥터,"Autonomy, Advanced Air Mobility, Unmanned Aerial Systems (UAS)",2022-04,0.2,data_match,high,"The H145 helicopter is a military utility helicopter, which falls under the broader domain of Autonomy, Advanced Air Mobility, and Unmanned Aerial Systems (UAS) in the US technology list."
로켓 회수 드론쉽,2022-06,우주,자율 로켓 회수 드론쉽,Digital Drone Technology / Autonomous Systems,2021-06,1.0,data_match,high,The Korean 'autonomous rocket recovery drone ship' technology matches the US 'Digital Drone Technology / Autonomous Systems' as they are both related to autonomous drone or unmanned aerial vehicle (UAV) systems.
도심 항공 모빌리티(UAM) 기체 및 시스템,2024-20,항공/공군,도심 항공 모빌리티(UAM) 기체 및 시스템,"Autonomous robotics, artificial intelligence, unmanned systems",2021-02,4.5,data_match,high,"The Korean core technology of 'electric vertical take-off and landing (eVTOL) aircraft, battery-based electric propulsion systems, and future hybrid electric propulsion systems' falls under the domain of autonomous aerial vehicles and unmanned systems, which is a key area of focus for US defense technology."
하이나스 2.0 자율운항 시스템,2022-06,해상/해군,하이나스 2.0 자율운항 시스템,"autonomous naval systems, mission autonomy, artificial intelligence, software",2024-04,-1.8,data_match,high,The 'autonomous naval systems' and 'mission autonomy' aspects of the US technology match the 'self-driving 2.0 system' and 'autonomous navigation system' aspects of the Korean technology.
MT30 가스터빈 발전기,2022-05,해상/해군,MT30 가스터빈 발전기,"F-1 liquid-propellant rocket engine, liquid engines, rocket propulsion systems",2022-05,0.0,data_match,high,"The MT30 gas turbine generator is a type of engine technology, which matches the F-1 liquid-propellant rocket engine and other rocket propulsion systems in the US technology list."
브림스톤 미사일,2022-05,미사일/방공,브림스톤 미사일,Human Autonomy Teaming (HAT) - AI/Autonomous Systems for human-robot collaboration,2020-06,1.9,data_match,high,"The Korean 브림스톤 미사일 is a long-range anti-tank missile, which can be considered a type of autonomous/robotic system for military applications. The US technology of Human Autonomy Teaming (HAT) also deals with AI/autonomous systems for human-robot collaboration, which is a reasonable match for the Korean missile technology."
