chunk_id,clean_summary
422,"['- 공군이 롯데에 대단한 특혜를 준 것이라 생각함 ○ 제2롯데월드 기상용역 연구와 관련한 최종보고서에서 추가 연구가 필요하다고 결론내리고 있는데도 공군에서는 추가 연구가 불필요하다고 하는 것은 문제가 있음 ○ 공군의 LTE체계 암호장비 구입시 비싼 가격에 구매한 것이 문제는 없는지 감사 필요 ○ GPS유도폭탄의 사우디아라비아 수출건과 관련하여 단 순히 국방부의 입장을 추종하기보다는 공군에서 명확한 입장 표명 필요 ○ 공군조종사 부족 해소를 위해 ROTC 조종후보생을 양 기타 성하고 있는데, 비행장이 없어 훈련시간도 적고 교육환 경이 열악한 상황에 있으므로 공군에서 군 비행장을 사 - 44 - 분 야 감 사 실 시 내 용 용할 수 있게 하는 등의 지원 필요 ○ 국산항공기의 우수성을 홍보하고 T-50 수출 증대에 관심 필요 ○ 공군 정태원 상병 폭행사건과 관련하여 수사기록 열람 및 복사 허용 여부가 1심, 2심 간에 차이가 있었고, 지 휘관과 간부들이 합의를 종용한 문제가 있었음 ○ 화생방 방어대책을 신속히 마련 필요 ○ 작년 공군 마약사범이 4명이고, 올해도 장교 2명이 확인 되었는 바, 신종 마약 등 군내 마약사범 관리 철저 필요 ○ 공군의 활주로 복구능력은 4시간이라고 하고 있으나, 실제로는 민간인까지 지원해도 6시간이 걸린 바 있으므로 빈틈없는 준비와 훈련 필요 ○ 공군참모총장의 권한이 선택과 집중을 할 수 있는 시스템 으로 공군 조직이 이루어져야 함 ○ 군부대 안전사고 예방에 민간 관리기법 벤치마킹 필요 ○ 항공안전단의 성과 및 발전방향 확인 ○ 장릉산 부대개방 행사를 민군 화합의 모범사례로 평가 하고 지속적인 활성화 필요성 강조 ○ 공군이 주체적으로 하고 있는 우주개발 비전이 있는지 - 기본적인 전투력 발전 외에 우주에도 관심을 가질 필요 ○ 북한의 영공 도발에 대한 대응에도 신경써주기 바람 - 45 - 7. 병무청 분 야 감 사 실 시 내 용 ○ 2016년 병무청 전체예산 증가율은 1.1%에 불과하고 사업 예산은 감액 편성되었으므로 증액 필요 ○ 국민의 요구에 부응하는 신병무행정시스템 구축 필요 행정일반 ○ 예비군관리 업무에 대해 병무청과 군의 역할 구분 필요 ○ 각 군 모집병 홍보예산을 병무청으로 통합 필요 ○ KIDA의 심리검사 전문성 강화 필요 ○ KIDA의 심리검사 개발조직을 병무청으로 이관하고 심리검사 자료관리는 병무청에서 관리 필요']"
423,"['○ 병역면제 논란이 있는 자의 고위직 임명 제한 법안 마련 필요 ○ 병역기피자 인적사항 공개제도 홍보로 병역의무이행 인식 제고 필요 ○ 병역처분변경 사유를 심신장애의 경우에도\x00수형자 등\x00으로 기록하고 있으나 심신장애와 수형자를 구분할 필요 병역자원 ○ 수형자에 대한 제2국민역 처분기준 완화 필요 ○ 북한이탈주민도 국민통합 차원에서 병역의무를 부과할 수 있도록 병역법 개정 검토 필요 ○ 특별사법경찰 업무겸직 해소방안 마련 및 특별사법경찰 특정 업무경비 증액을 위해 노력할 것 ○ 징병전담의사 신체검사 전문성 및 객관성 확보 필요 ○ 지역별 지정병원에서 지정항목 신체검사제도 도입 필요 ○ 현역복무 사전선별 강화를 위해 정신과의사·임상심리검사 증원 및 예산증액 필요 - 46 - 분 야 감 사 실 시 내 용 ○ 종합심리검사제도의 신속한 도입 필요 ○ 정신과 질환 관련 의료전문가 집단회의 및 공청회 등 의견 수렴 필요 ○ 중졸자와 고교중퇴자의 현역입영 원천차단은 헌법상 평등 원칙 위반 우려가 있으므로 재검토 필요 ○ 현역복무부적격자 입영 전 사전 선별강화 방안 강구 필요 ○ 성 전환자에 대한 병역처분은 어떻게 하고 있는가? ○ 성전환자 병역처분 실태 및 관심사병 등 소수자 인권보호 필요 ○ 현직 서울시장 아들에 대한 병역처분 관련 - 병역처분변경심사위원회 미개최 사유 - 병역처분 당시 MRI 촬영을 하지 않은 이유 - 검찰이 무혐의 판정했는데 의혹이 제기된 이유 - 병무청의 병역판정에 대한 의혹이므로 병무청이 사실관계 정정 필요 ○ 병무청의 병역판정에 대해서 외부의 문제 제기가 있는 경우 병무청의 적극 대처 또는 대응 필요 ○ 일반인들의 병역 면탈률이 80%로 높은데 이에 대한 현황과 대책 ○ 사회복무요원 복무자의 현역병 입영근거 마련 필요 ○ 동반 입대병 등 모집병 정원 확대 필요 ○ 현역병 입영적체 해소를 위한 대책 강구 필요 - 국방부․기획재정부 등 범정부적인 협의체 구성 입영동원 - 군 소요 증원 및 예산반영 추진 등 ○ 유급지원병제도는 입영적체 해소에 방해가 되므로 당분간 정지 필요 - 47 - 분 야 감 사 실 시 내 용 ○ 체육부대, 카투사 등 지원율이 높은 부대의 선발을 각 군이 아닌 병무청에서 객관적 선발기준을 정하여 선발 필요 ○ 해외 출국으로 인한 병역기피자 처벌기준을 강화하여 국내 병역기피자 처벌기준과 같게 할 것 ○ 병역기피 목적 국외 불법체류자 및 국적상실자 등에 대한 대책 마련 필요']"
424,"['○ 국외 불법체류자 추적관리시스템 마련 필요 ○ 병역기피자 인적사항 공개제도의 문제점 ○ 국외여행허가 신청서 심사강화(인터뷰 제도 도입 등) 방안 검토 필요 ○ 병력동원소집시(일자, 부대 등) 인지도 제고방안 마련 필요 ○ 입영적체와 관련하여 중·장기적 병역자원 수급전망 및 계획 필요 ○ 2016년 사회복무교육센터의 폐지 이후 사회복무교육원 개원시까지 사회복무요원 교육공백 최소화 방안 강구 필요 ○ 사회복무요원 직무교육 실태조사 결과 이행률 제출 및 사회복무요원 직무교육실시개선대책보고필요 ○ 사회복무요원 직무교육 실시 개선대책 및 철저한 관리감독 필요 사회복무 ○ 사회복무요원 보수교육 확대를 위한 구체적 방안 마련 필요 ○ 사회복무관리센터 사무실 및 인력 지원방안 강구 필요 ○ 사회복무지도관 증원 및 자격증 소지자 채용 등 전문성 강 화 필요 ○ 사회복무요원(K3 리그) 겸직허가 재검토 및 예술·체육요원 영리활동 금지방안 강구 필요 - 48 - 분 야 감 사 실 시 내 용 ○ 행정착오로 소집해제가 지연된 사회복무요원에 대한 보상 방안 강구 필요 ○ 전문연구요원의 중소기업 충원율 저조 사유 및 대책 ○ 공익법무관이 문서를 위조하여 해외여행을 다녀오는 사례 에 대한 대책 ○ 환경변화를 반영한 산업지원인력제도 폐지 검토 필요 ○ 공익법무관 복무관리 강화 필요 ○ 벤처 창업자 산업기능요원 확대방안 강구 필요 ○ 양심적 병역거부자 처벌에 대해 상급심과 다르게 하급심에서 무죄판결하는 사례에 대한 대책 강구 필요 ○ ‘양심적 병역거부자’ 는 ‘입영 및 집총 거부자’로 용어 정립 필요 ○ 입영 및 집총 거부에 대한 대체복무제 도입의 전향적 검토 필요 - 49 - 8. 방위사업청 분 야 감 사 실 시 내 용 ○ 획득분야 업무는 현역을 신분 전환하여 공무원이 수행하 도록 할 필요 ○ 방위사업청장에게 청 내 장군진급과 관련한 의견반영 및 동의 요구권 필요 ○ 방산비리에 대한 대책으로 청장 및 차장이 사업에 대해 책임질 수 있도록 위임전결규정의 상향조정 내용에 대해 재검토하고 주요 사업에 대하여는 청장이 직접 결재할 운영지원과 수 있도록 개선할 필요 ○ 청의 홈페이지에 정확한 정보를 기재하여 국민들이 오도 하고 있지 않도록 할 필요가 있음. 작년에도 국감에서 지 적했지만 개선이 없었음. ○ 인력구조 개편 시 군에 부담을 초래하지 않도록 할 필요 ○ 방위사업청 청소용역업체 근로계약서 체결 내용에 “근무']"
425,"['', '처로부터 계속근로 할 수 없는 상태가 되면 근로계약 관 계는 종료된다.” 등 계약관계가 일방적임. ○ 감사관실이 청장 직속으로 갈 수 있도록 개편하고, 계약 관리본부가 감사관실을 지원할 수 있는 조직 개편 필요 감사관 ○ 감사관실의 자체 인력 보강 필요 ○ 특수부 검사 등이 청 내에 상주할 수 있도록 법무부와 협의 필요 기획조정 ○ 청 직원들의 획득분야에 대한 전문성 강화를 위하여 체 - 50 - 분 야 감 사 실 시 내 용 계적인 교육기관의 설립이 필요하고, 종합적인 획득전문 대학에 대한 설치 검토 필요 ○ 방위사업청 직원들의 주기적 순환보직에 따라 장기간 소 요되는 프로젝트에 대한 전문성 및 책임성 확보가 어려 움에도 이를 보완할 수 있는 시스템 구축의 미흡 ○ 비닉무기와 핵심무기는 ADD에서 개발하고 일반무기는 업체가 주도적으로 개발할 수 있도록 역할분담 방안을 강구할 것 ○ ADD외 다른 부처의 연구소를 활용하여 연구 개발하는 방안 검토 필요 ○ ADD가 세계적인 연구기관이 되기 위해서는 창의적인 연 구가 필요하므로 연구개발 기획 등에 대한 재검토 필요 ○ 무기체계 연구개발 시 장비 배터리 표준화 방안 마련 획득기획 필요 ○ 절충교역의 상대로 원제작자가 아닌 무기중개상과 하는 것은 부적절하므로 개선 필요 ○ 규정개정을 통해 업체가 우선 투자하도록 전환하였는데, 업체투자 연구개발의 경우 중소기업은 선투자 여력이 없 어 대기업 위주로 갈 수밖에 없는 문제 ○ 방사청의 출연기관인 기품원에 선행연구비를 지급하는 것 이 맞는 것인지 검토 필요 ○ 방산시장에서 중소기업수출이 어려운 실정이므로 실질적 방산진흥 인 지원이 될 수 있도록 하고, 관계기관 간 협조체계를 - 51 - 분 야 감 사 실 시 내 용 구축하는 등 구체적인 국방중소기업 육성방안을 마련할 필요 ○ 소프트웨어 수출사례가 없으므로 소프트웨어의 수출방안 을 마련할 필요 ○ 방산물자를 수입하여 조립하여도 국산품으로 인정하고, 부품 국산화율에 조립비까지 인정하고 있는 문제가 있으 므로, 실질적인 국산화율을 달성할 수 있는 제도개선 마 련 필요 ○ 군용총포류 운반규제 관련, 인터넷으로 허가 신청/승인이 신속히 이루어 질 수 있도록 개선 필요 ○ 방위산업 중소기업에 대한 수출보증지원을 위해 수출보험 공사 등의 기관과 협약을 맺어줄 필요가 있음. KF-X - 투자자인 인도네시아의 경제상황이 심각하여 외환위기가 초래될 우려가 있고, 러시아 전투기인 수호이 35를 선정']"
426,"['하여 연내 계약을 체결할 계획이므로 KF-X에 투자하기 에 어려울 수 있음. 인도네시아와의 합작사업이 불발될 사업관리 경우를 대비하여 대비책 마련 필요 - 절충교역 4가지에 대한 E/L승인이 되지 못한 것은 협상 력의 부재로 보이므로 국제협력 강화 필요 - F-35 기종결정 당시 기술이전이 어려울 수 있다는 우려 에도 불구하고 당시 대책을 마련하지 않고 사업을 진행 한 대응 미숙 - 52 - 분 야 감 사 실 시 내 용 - 2003년 이후 6차례나 국내개발을 하지 말라는 연구용역 이 있었으므로 KF-X를 추진하는 것에 대한 전면적인 재검토가 필요하고, - 향후 국내개발 및 전력화 실패 시 책임소재 확보 필요하 고, 감사원 감사 추진 필요 - KF-X 사업단에 전문가, 군인 등을 파견하여 사업 추진 시 전문성 확보 방안 마련 필요 - 매년 40억원의 인건비가 소요되는 보라매사업단을 방위 사업청에 신설하기보다 청와대, 총리실 또는 장관 직속 으로 신설하는 방안 검토 필요 - AESA 레이더 개발사업이 국내기술로만 가능하다고 하 는 것에 대한 회의적 시각 있음. KF-16 전투기 성능개량 - 전례 없이 FMS사업을 직접 상업구매방식으로 업체를 선 정하였고, 당초 사업비 보다 총사업비가 2억불 정도 증가 하였으며, BAE와의 과다 계약해지비용이 발생하였고, 당 시 항공기 부장과 BAE사의 특수관계가 형성되어 있는 등의 문제 발생 - ‘15년도 예산안 당시 부대의견 3가지 미이행으로 동 사업 에 대한 원점 재검토 필요 사단정찰용UAV - 암호장비 장착은 향후 성능개량으로 해결하도록 하여 양 산지연으로 업체가 피해보는 일이 없도록 할 필요 - 53 - 분 야 감 사 실 시 내 용 해상작전헬기 - 선정기종의 제안서에 기재된 납품실적이 사실과 다른 문 제가 있었으므로, 서류에 대한 정확한 평가 노력 필요 - ROC 설정 시 정확한 기능을 명시해야 하는데 디핑소나 릴링머신에 대하여 누락된 내용이 있었음. - 디핑소나를 릴링 머신으로 들어올릴 때 초당 6미터가 나 와야 되는데 와일드캣은 2.45미터에 불과하여 실제 전력 화에 문제가 있음. 제주해군기지 - 제주해군기지 아파트 및 진입도로 확보에 관심을 가질 필요 - 소형보트로 군함들의 입항을 저지하는 세력들을 대상으 로 손해배상 등 엄정하게 법 집행이 될 수 있도록 입법 마련 필요 K-2 - K-2소총을 미리 생산한 업체의 재고를 기품원 품질보증']"
427,"['이 필요한 총열 등을 제외한 부분을 인수할 필요 - K-2소총 초과 생산분을 품질검사하여 납품 받는 방안 검토 필요 단안형 야간투시경 - 야간투시경 영상증폭관의 수명시간이 ROC에 명시되어 있지 않은 점에 대한 검토 필요 - 54 - 분 야 감 사 실 시 내 용 전술비행선 - 종결된 전술비행선 사업실패와 관련하여 동 사업 추진자 들에 대한 책임 추궁 필요 2.75인치 로켓 - 공기부양정을 타겟으로 한 동 무기체계의 개발이 필요하 고, 동 무기체계를 레이저 조사방식을 채택할 경우 사수 가 위험에 처할 우려가 있음. - 연구개발 당시 단가 보다 양산 단가가 2배 가까운 상승 을 하였음. 최대한 비용을 절감하는 방안 마련 필요 타우루스 - F-15K에서 타우루스 미사일을 발사하는 시험평가 없이 도입하는 것은 신뢰확보차원에서 문제가 있으며, 향후 유 사한 사업 추진 시 계약서에 체계통합이 안될 경우 계약 해제 등을 할 수 있다는 사항을 명시할 필요 LSAM - 탄도미사일을 요격하는 LSAM은 S밴드 주파수를 채택하 고 있는데, 미국은 SAAD 주파수를 S밴드에서 X밴드로 전환하였음. LSAM에서 S밴드를 선택한 것에 대하여 검 토할 필요 대형기동헬기 - 수리온 2차사업의 경우 ‘17년도에 납품 완료됨에도 불구 하고 ’18년도에 22%의 연부액 배정은 업체의 자금조달에 어려움을 초래하므로 불용예산을 사용하여 지원 필요 - 55 - 분 야 감 사 실 시 내 용 - 수리온 사업에 대한 감사원과 방위사업청 간 규정에 대 한 해석 문제 등 쌍방 간 합의를 명확히 정리할 필요 ○ 함정용 5인치 사거리 연장용 탄이 개발되었으므로 동 무 기체계에 대한 전력화 필요성 검토 필요 ○ 한미지휘통제운영 데이터링크 운영을 2020년 중지한다고 하므로 대책예산 마련 필요 ○ 방산업체에서 적정 연부액이 지급되지 않아 사업의 착수 및 진행이 어려운 고충이 있으므로, 적정 연부액이 편성 될 수 있도록 할 것. ○ 대형사업단 신규 조직 설립을 위한 행정안전부, 산업자원 부와 협의 노력 필요 ○ 3,000톤급 잠수함 개발에 대한 회의적인 시각 있음. ○ 부정업체에 대한 감점조치를 강화할 필요 ○ 방산업체의 원가에 자기자본보상률이 12%인 것은 시중 금리에 비하여 지나치게 고가인 경향이 있음. ○ 고가의 해외무기를 도입하면서 원가검증을 제대로 할 수 있는 방안 마련 필요 계약관리 ○ 부정당업자로 제재 받은 업체가 가처분제도를 활용하여']"
428,"['추가적으로 계약을 체결하는 일이 발생하지 않도록 행정 적 조치 등 내규마련 필요 ○ 원가회계검증단의 4년간 필수조사가 120여건에 불과하므 로, 원가부정비리를 원가검증을 통하여 해결할 수 있는 - 56 - 분 야 감 사 실 시 내 용 대책 마련 필요 ○ 부정당업자제재, 허위서류제출 시 기본 6개월의 부정당업 자 제재가 가해지는데 위원회에서 감경하여 대부분 3개 월의 제재가 가해짐. 업체의 허위서류 제출 시 제재강화 필요 ○ 보훈단체들이 부정당제재를 받았음에도 불구하고 수의계 약을 체결한 사례가 있어 부정당제재가 유명무실함. 보훈 단체라는 이유로 수의계약을 체결하는 것에 대한 제도개 선 필요 ○ 건빵 보급과 관련하여 먼저 회사설비 등이 정상적인지 확인 후 계약하지 않고 선(先) 계약 후(後) 설비확인을 지양하고 지역별로 다른 입찰기준에 대한 통합방안 마련 ○ 방위사업청과 조달청의 낙찰자 결정과정이 상이하므로, 조건 개검토를 통해 중소기업의 참여를 제고시키고, 중소 기업 참여의 진입장벽이 있는지 확인할 필요 ○ 연구개발 사업 수가 증가하고 있으나, 연구인력은 정체되 국방과학연구소 어 있어 연구개발보다 연구관리에 치중하고 있음. ○ 수류탄 사고가 발생하지 않도록 확실한 검증체계 마련 이 필요하고, 제작자인 한화가 품질검사에 참여하는 것 국방기술품질원 의 타당성 재검토 필요 ○ 수류탄 사고에 대한 기품원의 조사가 종료되면 국회에 보고 할 것. - 57 - 분 야 감 사 실 시 내 용 ○ 특전사 방한장갑 방수능력을 1만회에서 5천회로 낮추는 것에 대하여 육군은 기품원이 동의하였다고 하지만, 기 품원은 동의한 바 없다고 하는 의견 불일치 발생 ○ 구명조끼가 전부 다 불량품인데 업체는 1년이 지났다고 A/S도 안 해 주고 있어 제대로 된 제품이 납품될 수 있 도록 노력 필요 ○ 방산비리나 국내업체의 활성화를 위해서 국방벤처센터를 운용하고 있는데 예산이 미미한 수준이어서 활성화하기에 는 부족한 점이 많음. ○ 방산비리의 대부분은 해외부분에서 발생하고 있으므로, 국내업체가 비리업체로 오인 받지 않도록 유념할 필요 ○ 방산비리에 대한 근절방안을 위한 구체적 방안 마련 필 요 ○ 방위사업청의 기능에 대한 조정 및 조직의 개혁에 대한 기타 검토 필요 ○ 획득업무를 국방부 장관의 책임 하에 추진할 필요가 있 고, 국방부 제2차관제에 대한 검토 필요 ○ 방산비리 대책으로 타군 소속을 다른 무기체계사업에 배']"
429,"['치하는 것은 대책이라 보기 어려우므로, 실질적인 대책마 련 필요 - 58 - 9. 군인공제회 분 야 감 사 실 시 내 용 ○ 금마는 공제회로부터 250억원 대출받은 후 부도위기 3개 업체에 재투자하여 원금회수가 불가능해진 것에 대한 책 임여부 문제 제기 ○ 2012년 투자한 중국 사업체 대주주 분식회계 횡령으로 청산절차 들어감. 이에 대한 자체 감사로 관련 직원의 거짓보고가 판명 났으나 감봉3개월의 징계로 그친 것에 대한 문제 제기 ○ 특별관리사업 미회수금액에 대하여 정상적으로 이자계산 특별관리사업 을 포함하면 실제 손실금액은 얼마인지 산정 필요 (원금회수불가 ○ 일부 실패한 사업은 과감히 정리할 필요 사업) 관련 ○ 투자실패에 대한 책임을 부여할 수 있는 의사결정구조를 구축 필요 ○ 관련소송비용 부담액과 그 주체 문제 ○ 특별관리사업의 적극적 매각 계획 추진 필요 - 특별관리사업 등 가능성이 낮은 사업을 매각이 아닌 사 업유지로 추진하여 일반관리비용이 막대하게 지출되는 문제 ○ 자산관련 내부 심사위원회의 위원구성은 군인이 25%이 상인데 해당 군인출신이 리스트관리를 전문적으로 수행 할 수 있는지 여부 임원 등 ○ 자산심의운영위원회는 9명 중 6명이 군인출신으로 퇴역 인력구성 관련 군인에 대한 자리만들기로 이용되는 문제 및 군인공제회 인사체계개선 필요 ○ 고위직 임원 중 높은 군 출신 보직비율 등 낙하산인사에 - 59 - 분 야 감 사 실 시 내 용 대한 조정 필요 - 군인공제회 직위는 육해공군 예비역이 나눠먹기식으로 인사하는 문제 ○ 군인공제회의 구성원을 전문성을 갖춘 민간인으로 충원 필요 - 금융 관련 전문성이 없는 군 출신을 계속 채용하는 문제 ○ 산하 사업체 사장들의 대부분이 군 출신으로 채용된 문제 - 본부장급 이상 군출신 63.3%, 산하단체는 74.3%로 비정 상적 인사구조 문제 ○ 회원 비율이 61, 해군 17, 공군 17, 국직 5%인데, 예비역 채용은 육군 85, 해군 7, 공군 8%로 육군에 집중된 문제 ○ 대의원에 부사관이 과소 포함된 문제 ○ 군인공제회 회원 중 50% 이상이 부사관인데, 국방부 지 침과 인사규정상 채용 시 퇴직 장교를 채용하도록 되어 있어 사실상 부사관 채용이 불가능한 문제 ○ 1명만 운용하고 있는 감사를 2명 운용 필요 ○ 자문위원 월 보수가 900만원으로 과다한 문제 ○ BCA 팬아시아 메자닌 펀드에 이사회 반대에도 불구하']"
430,"['고 투자 결정한 책임자에게 법적 재정적 책임을 묻고, 책임을 명확히 할 수 있는 제도 개선을 하여 국회 보고 요구 책임경영관련 ○ 법 개정 전 특별관리사업 의사결정을 한 사람에 대하여 법적 책임을 물을 것 ○ 성과를 거둔 임원은 임기를 늘리고, 성과가 낮은 임원은 - 60 - 분 야 감 사 실 시 내 용 해임할 필요 ○ 대장동과 같이 잘못 투자된 사업의 책임자에 대해서 책 임을 물을 수 있는 규정 개정 등의 작업에 착수하여 책 임경영체계를 구축할 필요 ○ 최근 3년간 구상권 청구를 통해 환수 받은 사례가 없는 등 범죄행위에 대해 제대로 된 처벌이 이루어지지 않는 문제임원이 아닌 직원들이 저지른 범죄에 대하여 책임을 물을 수 있도록 제도 보완 필요 ○ 객관적인 사업평가체계 및 책임경영체계 구축 필요 ○ 12년 감사원 감사, 13년 국방부 감사를 이유로 자체감사 를 실시하지 않는 등 자체 감사 기능이 부실한 문제 ○ 자체감사를 매년 실시하여 자정기능 강화 필요 ○ 시장금리에 비하면 높은 편인 퇴직급여 지급복리이자율 의 개선 필요 - 회원에게 지급하는 이자율을 변동금리로 변경하는 방안 을 검토할 것 - 운영위원회에서 이자율조정을 결정할 수 있는 구조로 변 경하거나 시중금리에 연동하여 조정하도록 정관을 개정 하는 방향을 고려할 필요 기타 ○ 당기순이익으로 적립되는 안전기금이 해마다 줄어들고 있음. 자짓하면 안전기금이 적어 지급불능 상황이 올 수 있으므로 제도적인 검토 필요 ○ 금호산업의 전략적 투자자 모집에 군인공제회가 참여할 계획 여부 ○ 회원에게 재무제표, 손익계산서 등의 공지 여부 - 61 - 분 야 감 사 실 시 내 용 ○ 부채가 상당한데도 이자비용이 적음. 분식회계 가능성 제기 ○ 공적공제회와 비교할 때도 군인공제회는 2배 가까운 손 실을 보는 문제 ○ 군인공제회가 MS office 프로그램을 17만원에 낙찰 받아 33만원에 국방부에 납품하고, 나라사랑카드를 통해 수수 료를 수취하는 등 국방부와 업체 중개역할을 하여 수익 을 올리는 문제 ○ 군인공제회가 전대차를 통해 상무대, 충성대 CC를 운영 하고 있으나, 적자 또는 0%대 수익률을 올리고 있는 등 군인복지단 운영 골프장의 수익률 22.9% 보다 수익률이 현저하게 낮은 문제 ○ 이익금 중 일부를 이사장이 군장병 위문금, 경찰서 위문 금, 사적지 방문 등에 사용한 문제 ○ 김해 록인 사업과 같이 사실상 추진이 어려운 사업은 매 각필요']"
431,"['○ 김해 록인 사업의 경우 김해시와 입장차이에도 불구하고 사업추진 정상화가 가능하다고 판단하는 문제점 ○ 군인공제회 회관에 삼성물산이 입주하면서 기존에 입주 해있던 중소기업을 강제 퇴거시킨 문제 ○ 정규직을 최소화하고 인력 외주화를 추진하는 문제 ○ 국방부 감사결과 대체투자를 축소하도록 했는데, 군인공 제회는 대체투자를 확대하려고 하는 문제 ○ 사이버지식정보방을 BTL로 전환하여 병사들에게 무료 제공하는 방안을 검토필요 - 62 - 분 야 감 사 실 시 내 용 ○ 투자손실에도 불구하고 직원들에게 성과급을 지급한 문제 ○ 군사문제연구소를 만들었으나, 대부분의 혜택이 장관급 장교에게 돌아가는 문제 ○ 군인공제회가 임금피크제를 도입할 수 있는 지 검토 ○ 상법 또는 회사법상 의사결정구조 관련 규정을 군인공제 회에 적용하여 의사결정의 투명성을 높이는 방안을 검토 ○ 군인공제회가 민간군사기업을 설립하는 경우 이미 외주 를 받아 운영 중인 민간기업에 피해가 갈 수 있는 문제 ○ 군인공제회의 에너지 소비 비율이 높은 문제 ○ 고위직 임원들이 현장방문을 하여 현장 감각을 배양할 필요성 - 63 - Ⅲ. 시정 및 처리요구사항 1. 국방부(85건) ○ 병사들의 실질적인 생활비용에 대하여 조사하고, 병사들의 월급 인상 방 안을 마련할 것 ○ 의무(군 의료체계) 및 법무(군 사법체계) 문제를 획기적으로 개선하기 위 해서 군 밖을 통해서 해결방안을 강구할 것 ○ 각 군의 기능과 임무를 고려하여 각 군 본부의 조직을 개편할 것 ○ 국방부는 주민대피소 개선과 관련하여 국민안전처와 적극적으로 협의할 것 ○ 무인기와 관련하여 북측과 대화하여 해결방안을 모색할 것 ○ 방위비 분담금 현금잔고 과다 문제와 여기서 발생하는 이자수익을 미국 이 수취하는 문제의 해결방안을 마련할 것 ○ 간부 이혼률 증가 문제 해결을 위해 가족상담 등의 대책을 마련할 것 ○ 많은 석유가 매장된 것으로 추정되는 7광구를 포함하도록 KADIZ를 확대 하여 선포할 것 ○ 사이버전력을 강화하기 위한 방안을 마련할 것 ○ 심각한 입영적체 문제를 해소하기 위하여 유급지원병 예산을 병 추가입 영에 활용하는 등의 방안을 강구할 것 ○ 장병에게 보급되는 청력보호용 귀마개에 대하여 최소한의 품질을 갖추도록 개선할 것 ○ 일본의 집단적 자위권 행사와 관련하여, 일본 함대가 우리 영해 직전까지 접근하는 것을 막지 못하는 문제의 해결방안을 강구할 것']"
432,"['○ 국방부의 참전사실 확인심의위원회의 인원을 충원하고, 이들의 대우를 향 - 64 - 상시킬 것 ○ 예비군훈련비 등 예비군 기본전력 강화에 필요한 동원예비전력 예산을 확충할 것 ○ 탄저균 반입시 정부의 반입허가를 받도록 탄저균을 군수품으로 분류하는 방안을 검토할 것 ○ 김오랑 중령 추모비 검토를 적극적으로 검토하고 그 결과를 국회에 보고 할 것 ○ 진급심사 시 다면평가를 실시하는 방안을 검토할 것 ○ 작계 5015 유출사건에 대하여 진행 중인 조사를 수사로 전환할 것 ○ 청소원, 경비원 등 파견근로자 보호를 위한 고용노동부의 지침을 성실히 이행할 것 ○ 부대기금을 「복지기금법」을 위반하여 지휘관과 가까운 간부들 격려금 등 지휘관의 사적인 목적으로 사용하고 있는 문제에 대하여 자체 감사를 실시할 것 ○ 국방부 감사에도 불구하고 122개 복지회관이 영업신고 하지 않고 운영되 고 있는바, 복지회관이 영업신고 후 운영될 수 있도록 조치할 것 ○ 장병행동과학연구소의 필요성 및 설립방안에 대하여 검토할 것 ○ 장병에게 휴가용 배낭을 지급하는 방안을 검토할 것 ○ 군 의료와 관련하여 병영문화혁신특위 등의 권고사항을 종합하여 국방부 의 최종안을 마련하여 시행할 것 ○ 예비군 전반을 포괄할 수 있도록 예비군 법률체계 개선방안을 마련할 것 ○ 군 순직자 심사인력을 증원하여 조속한 심사가 이루어지도록 할 것 ○ 예비군 여비와 중식비를 실제 소요 경비를 고려하여 증액할 것 ○ 헌병 수사과정을 유가족들이 볼 수 있도록 투명화하는 방안을 마련할 것 - 65 - ○ 사이버지식정보방을 BTL로 전환하여 병사들에게 무료 제공하는 방안을 검토할 것 ○ 열악한 독신자 숙소의 개선방안을 마련할 것 ○ 예비군훈련장을 포함한 부대 상하수도 인입비율을 제고하기 위한 방안을 마련할 것 ○ 고위험 전투병력 1인당 방탄복 1개를 지급할 수 있도록 할 것 ○ 병사들에게 충분한 개인일용품이 지원될 수 있는 방안을 마련할 것 ○ 미인수 영현과 관련하여 유족의 입장에서 재수사하고 이들을 최대한 설 득하는 노력을 기울일 것 ○ 학·군협약에 의해 대학교에 설치된 군사학과에 대한 실태조사를 통하여 성과가 미흡한 학과는 협약해지를 검토할 것 ○ 국민에게 큰 불편을 끼치고 있는 진해 탄약부두와 헬기 정비창 이전을 검토할 것 ○ 예비군훈련장 총기고정틀과 안전고리 보완을 신속히 마무리할 것 ○ 폭발사고가 빈번하게 발생하는 리튬배터리를 공기-아연 배터리로 교체하']"
